orth,phon,type,Sim 1,,Sim 2 (raw),Sim 2 (sqrt),Sim 3 (RT)
lays,/lAz/,#,0.041606,0.022106,0.022639,1.65,
laze,/lAz/,#,0.010251,0.004353,0.004609,1.84,
leach,/lEC/,#,0.015040,0.003319,0.007412,1.83,
lead,/lEd/,homg,1.147794,1.258898,1.294585,2.05,
*lead,/led/,homg,1.659888,1.525896,1.483309,2.05,
leaf,/lEf/,LFRI,0.047715,0.032303,0.016153,1.78,
leak,/lEk/,#,0.000250,0.000171,0.000223,1.62,
lean,/lEn/,#,0.001082,0.001121,0.003816,1.65,
leap,/lEp/,#,0.005247,0.001032,0.008794,1.65,
leapt,/lept/,#,0.145753,0.022381,0.044184,1.83,
lear,/lEr/,#,0.012340,0.001195,0.002676,1.79,
learn,/lurn/,#,0.029883,0.018329,0.027606,1.81,
lease,/lEs/,#,0.321136,0.256119,0.157231,2.03,
leash,/lES/,#,0.132331,0.038853,0.049390,1.8,
least,/lEst/,#,0.015432,0.000621,0.005962,1.67,
leave,/lEv/,#,0.004854,0.001967,0.003365,1.71,
led,/led/,#,0.000828,0.000043,0.000095,1.53,
ledge,/lej/,#,0.003630,0.002521,0.010247,1.67,
lee,/lE/,#,0.000222,0.000295,0.000687,1.57,
leek,/lEk/,#,0.000354,0.000177,0.000209,1.61,
leer,/lEr/,#,0.000572,0.000368,0.001230,1.66,
left,/left/,#,0.003893,0.000337,0.003472,1.55,
leg,/leg/,LRIC,0.005292,0.003294,0.003036,1.65,
lend,/lend/,#,0.000388,0.000523,0.001343,1.56,
length,/leNT/,#,0.024535,0.007115,0.010843,1.71,
lens,/lenz/,#,0.179271,0.066310,0.043559,2.13,
lent,/lent/,REG,0.000396,0.000461,0.000568,1.54,
less,/les/,#,0.000557,0.000278,0.000195,1.6,
lest,/lest/,#,0.004087,0.000331,0.001055,1.58,
let,/let/,#,0.001072,0.000193,0.000112,1.55,
letch,/leC/,#,0.004179,0.005612,0.000759,1.9,
lewd,/lUd/,#,0.048901,0.106939,0.055213,1.81,
lice,/lIs/,#,0.010845,0.000631,0.018480,1.82,
lick,/lik/,#,0.002677,0.004302,0.001643,1.66,
lid,/lid/,#,0.012524,0.028347,0.005426,1.64,
lie,/lI/,#,0.044994,0.014816,0.047688,1.78,
lied,/lId/,#,0.073114,0.033695,0.008101,1.71,
lien,/lEn/,#,0.183083,0.131187,0.114512,3.83,
life,/lIf/,#,0.008026,0.000491,0.002347,1.82,
lift,/lift/,REG,0.004129,0.002466,0.002390,1.59,
light,/lIt/,#,0.001786,0.000341,0.001007,1.54,
like,/lIk/,#,0.002393,0.000433,0.001339,1.73,
lilt,/lilt/,#,0.014029,0.003803,0.003638,1.67,
limb,/lim/,#,0.047753,0.010993,0.117699,1.61,
lime,/lIm/,#,0.002893,0.000258,0.001866,1.58,
limp,/limp/,#,0.001571,0.006988,0.001093,1.56,
line,/lIn/,#,0.006709,0.002402,0.008082,1.67,
link,/liNk/,#,0.006226,0.000701,0.002523,1.58,
lint,/lint/,#,0.036619,0.031845,0.007210,1.62,
lip,/lip/,#,0.000653,0.001247,0.003061,1.57,
lisle,/lIl/,#,0.056859,0.034972,0.005569,1.88,
list,/list/,#,0.016959,0.002993,0.006117,1.71,
lit,/lit/,#,0.005200,0.000602,0.001248,1.61,
lithe,/lID/,#,0.057459,0.072305,0.054084,2.01,
*live,/lIv/,homg,1.409713,1.356471,1.334862,3.04,
live,/liv/,homg,1.369223,1.419905,1.452243,3.04,
load,/lOd/,#,0.004029,0.004747,0.005266,1.64,
loaf,/lOf/,#,0.014126,0.023371,0.015683,1.66,
loan,/lOn/,#,0.000455,0.000431,0.000345,1.61,
loath,/lOT/,#,0.016602,0.007857,0.017349,1.93,
lob,/lab/,#,0.017553,0.010271,0.011470,1.92,
lobe,/lOb/,#,0.134000,0.025236,0.015821,1.95,
lock,/lak/,#,0.002441,0.001012,0.001538,1.72,
lode,/lOd/,#,0.015180,0.065854,0.040650,1.79,
lodge,/laj/,#,0.078681,0.009913,0.029795,1.93,
loft,/loft/,#,0.050407,0.217449,0.023965,1.75,
log,/log/,#,0.024345,0.041378,0.010831,1.83,
loin,/lYn/,#,0.018062,0.003554,0.011034,1.75,
lone,/lOn/,#,0.139192,0.194228,0.158342,2.09,
long,/loN/,#,0.004234,0.000616,0.002830,1.67,
look,/luk/,#,0.007878,0.002025,0.012682,1.74,
loom,/lUm/,LRIC,0.023999,0.024783,0.002301,1.55,
loon,/lUn/,#,0.019328,0.038259,0.021276,1.65,
loop,/lUp/,#,0.004152,0.006616,0.003829,1.66,
loose,/lUs/,#,0.034690,0.015734,0.019098,1.88,
loot,/lUt/,#,0.095201,0.066134,0.006709,1.83,
lop,/lap/,#,0.007771,0.024387,0.006625,1.73,
lope,/lOp/,#,0.055043,0.042506,0.017566,1.72,
lord,/lOrd/,#,0.016284,0.005428,0.009318,1.67,
lore,/lOr/,#,0.012496,0.003087,0.002033,1.81,
lose,/lUz/,LFE,0.344245,0.086158,0.190658,1.89,
loss,/los/,LFRI,0.003738,0.001296,0.004087,1.78,
lost,/lost/,#,0.124242,0.010413,0.038704,1.79,
lot,/lat/,#,0.021273,0.005684,0.004780,1.78,
loud,/lWd/,#,0.002175,0.002528,0.015001,1.71,
lounge,/lonj/,#,0.127550,0.169255,0.120667,2.08,
loupe,/lUp/,#,0.141842,0.144088,0.013668,1.71,
louse,/lWs/,#,0.397552,0.149462,0.070228,2.51,
love,/l^v/,#,0.083190,0.007264,0.023520,1.98,
low,/lO/,#,0.037070,0.002890,0.027554,1.7,
lox,/laks/,#,0.015576,0.041641,0.052073,1.93,
luck,/l^k/,LRIC,0.003106,0.001113,0.000210,1.66,
lug,/l^g/,#,0.015374,0.004569,0.007534,1.65,
lull,/l^l/,#,0.004372,0.086004,0.023698,1.75,
lump,/l^mp/,#,0.015162,0.001402,0.000557,1.56,
lunch,/l^nC/,LEC,0.003212,0.008210,0.006298,1.84,
lung,/l^N/,#,0.003215,0.002517,0.012656,1.63,
lurch,/lurC/,#,0.037104,0.012238,0.038316,1.83,
lure,/lUr/,#,0.178267,0.116003,0.104522,2.08,
lurk,/lurk/,#,0.000867,0.003632,0.012701,1.7,
lush,/l^S/,#,0.005956,0.004076,0.003737,1.66,
lust,/l^st/,REG,0.003728,0.000508,0.000971,1.56,
lute,/lUt/,#,0.016171,0.005427,0.014520,1.77,
lye,/lI/,LSTR,0.002529,0.000940,0.016448,1.8,
lymph,/limf/,LSTR,0.071007,0.120876,0.025822,1.94,
lynch,/linC/,#,0.075811,0.147909,0.076269,1.8,
mace,/mAs/,#,0.015594,0.268282,0.017724,1.78,
mad,/m@d/,LFRI,0.002915,0.000139,0.001627,1.5,
made,/mAd/,#,0.002188,0.000575,0.000945,1.66,
maid,/mAd/,#,0.004061,0.000107,0.010524,1.56,
mail,/mAl/,#,0.002044,0.000221,0.003525,1.55,
maim,/mAm/,#,0.032015,0.036987,0.013405,1.69,
main,/mAn/,HEC,0.002045,0.000108,0.009956,1.55,
make,/mAk/,#,0.010566,0.000565,0.002841,1.71,
makes,/mAks/,REG,0.056237,0.007515,0.019120,1.82,
male,/mAl/,#,0.005020,0.004274,0.002723,1.69,
mall,/mol/,#,0.017351,0.001991,0.010736,1.6,
malt,/molt/,#,0.192409,0.200199,0.147903,2.6,
man,/m@n/,#,0.010381,0.000069,0.000207,1.52,
mane,/mAn/,#,0.006277,0.079804,0.010117,1.73,
manse,/m@ns/,#,0.161814,0.472062,0.156701,1.95,
map,/m@p/,#,0.007503,0.002301,0.002480,1.73,
mar,/mar/,#,0.016601,0.000573,0.001466,1.6,
march,/marC/,#,0.022724,0.005869,0.004700,1.7,
mare,/mAr/,#,0.062252,0.039112,0.008928,1.73,
mark,/mark/,#,0.003047,0.000589,0.001741,1.53,
marsh,/marS/,#,0.008886,0.094396,0.060682,1.73,
mart,/mart/,#,0.017684,0.000517,0.002312,1.55,
mash,/m@S/,#,0.003553,0.001539,0.001367,1.5,
mask,/m@sk/,REG,0.053526,0.038085,0.038419,1.6,
mass,/m@s/,#,0.003477,0.001507,0.000705,1.52,
mast,/m@st/,#,0.006703,0.000581,0.000667,1.61,
mat,/m@t/,#,0.012380,0.003054,0.008385,1.56,
match,/m@C/,#,0.030455,0.007518,0.007461,1.67,
mate,/mAt/,#,0.006237,0.000365,0.002193,1.74,
math,/m@T/,LRIC,0.018931,0.007021,0.010031,1.74,
mauve,/mOv/,#,0.169118,0.098321,0.039564,1.89,
maw,/mo/,#,0.001361,0.000297,0.000432,1.48,
max,/m@ks/,#,0.004492,0.000556,0.001224,1.63,
may,/mA/,#,0.001849,0.000042,0.000221,1.47,
maze,/mAz/,#,0.028810,0.001944,0.002481,1.84,
me,/mE/,#,0.024131,0.001183,0.004657,1.62,
mead,/mEd/,#,0.105874,0.085241,0.016943,1.54,
meal,/mEl/,#,0.002571,0.000372,0.000201,1.56,
mean,/mEn/,#,0.001409,0.000744,0.002329,1.6,
meant,/ment/,#,0.046723,0.008267,0.021556,1.73,
meat,/mEt/,HRI,0.008782,0.002231,0.000173,1.58,
meek,/mEk/,#,0.001035,0.000761,0.000434,1.58,
meet,/mEt/,#,0.000956,0.000176,0.000386,1.61,
meld,/meld/,#,0.001737,0.000261,0.000191,1.47,
melt,/melt/,#,0.004799,0.000886,0.002109,1.58,
men,/men/,#,0.011794,0.001050,0.004193,1.53,
mend,/mend/,#,0.013412,0.000487,0.000778,1.53,
mere,/mEr/,#,0.035977,0.006930,0.017313,1.82,
merge,/murj/,#,0.041566,0.072337,0.031129,1.87,
mesh,/meS/,#,0.023384,0.010307,0.003070,1.74,
mess,/mes/,#,0.005906,0.001649,0.002998,1.6,
met,/met/,#,0.001759,0.000295,0.002776,1.52,
mew,/myU/,#,0.133185,0.020986,0.053896,1.71,
mice,/mIs/,#,0.040579,0.040136,0.019168,1.94,
mid,/mid/,#,0.126474,0.024167,0.023667,1.72,
midst,/midst/,#,0.048210,0.018689,0.040610,1.87,
mig,/mig/,#,0.021207,0.004623,0.012068,1.67,
might,/mIt/,#,0.005023,0.000529,0.002812,1.52,
mike,/mIk/,#,0.006533,0.000887,0.002406,1.68,
mil,/mil/,#,0.009737,0.167134,0.040715,1.54,
mild,/mIld/,#,0.061381,0.060652,0.075437,1.71,
mile,/mIl/,HFRIC,0.004065,0.001554,0.001295,1.76,
milk,/milk/,#,0.003333,0.007585,0.002993,1.63,
mill,/mil/,#,0.004710,0.000145,0.000846,1.53,
mime,/mIm/,#,0.009197,0.037063,0.013736,1.65,
mince,/mins/,REG,0.048439,0.063717,0.028874,1.67,
mind,/mInd/,#,0.016462,0.000994,0.002372,1.59,
mine,/mIn/,#,0.024733,0.005280,0.013909,1.69,
mink,/miNk/,#,0.005342,0.007311,0.018456,1.57,
mint,/mint/,#,0.029505,0.087147,0.055866,1.57,
mirth,/murT/,#,0.019289,0.018451,0.066855,3.44,
miss,/mis/,#,0.008638,0.000658,0.000352,1.55,
mist,/mist/,LRICCON,0.008090,0.001830,0.002315,1.74,
mite,/mIt/,REG,0.021342,0.016469,0.005224,1.69,
mitt,/mit/,#,0.001839,0.064349,0.001925,1.6,
mix,/miks/,LRIC,0.001798,0.001803,0.001185,1.67,
moan,/mOn/,#,0.004121,0.000224,0.000649,1.6,
moat,/mOt/,#,0.000899,0.000832,0.000919,1.52,
mob,/mab/,#,0.040503,0.034050,0.009181,1.95,
mock,/mak/,#,0.001191,0.004167,0.001720,1.71,
mode,/mOd/,#,0.002512,0.000949,0.005654,1.74,
moist,/mYst/,LRIC,0.029673,0.025070,0.016280,2.02,
mold,/mOld/,#,0.005334,0.001385,0.007395,1.63,
mole,/mOl/,LRIC,0.031284,0.019499,0.013830,1.77,
moll,/mal/,#,0.184450,0.128426,0.113216,1.79,
mom,/mam/,#,0.030412,0.162082,0.127024,2.01,
monk,/m^Nk/,EXPT,0.053359,0.094117,0.038180,1.86,
month,/m^nT/,HSTR,0.063713,0.009486,0.018681,2.01,
moo,/mU/,#,0.001949,0.000137,0.001553,1.62,
mood,/mUd/,#,0.008832,0.009273,0.009882,1.55,
moon,/mUn/,#,0.016611,0.001024,0.001391,1.57,
moose,/mUs/,LFRI,0.013976,0.026106,0.030405,1.89,
moot,/mUt/,#,0.004345,0.001666,0.001874,1.65,
mop,/map/,#,0.055842,0.053822,0.040475,1.96,
mope,/mOp/,#,0.030364,0.074794,0.058697,2.05,
more,/mOr/,#,0.002075,0.000181,0.000987,1.69,
morn,/mOrn/,#,0.013766,0.001321,0.004683,1.61,
mosk,/mask/,#,0.173359,0.201941,0.105038,2.39,
moss,/mos/,#,0.017340,0.034080,0.020969,1.69,
most,/mOst/,#,0.065168,0.001893,0.009548,1.77,
moth,/moT/,LFRI,0.259575,0.294173,0.220159,2.59,
mould,/mOld/,#,0.197380,0.284269,0.122773,1.84,
mount,/mWnt/,#,0.017586,0.017227,0.052409,1.73,
mourn,/mOrn/,#,0.122969,0.130908,0.063410,1.89,
mouse,/mWs/,LFRI,0.061834,0.026655,0.063837,1.85,
mouth,/mWT/,#,0.065466,0.005861,0.018060,1.83,
move,/mUv/,HFE,0.128953,0.007386,0.016187,1.88,
mow,/mO/,#,0.864679,0.559656,0.251439,1.72,
much,/m^C/,#,0.011128,0.000575,0.006232,1.7,
muck,/m^k/,#,0.001043,0.008930,0.001186,1.67,
mud,/m^d/,#,0.003515,0.002835,0.005715,1.5,
muff,/m^f/,#,0.002205,0.001301,0.004735,1.69,
mug,/m^g/,#,0.036781,0.012847,0.003826,1.69,
mulch,/m^lC/,#,0.026264,0.003911,0.020444,1.7,
mule,/myUl/,#,0.047016,0.085506,0.102470,1.81,
mum,/m^m/,#,0.104979,0.020888,0.014075,1.67,
munch,/m^nC/,#,0.014144,0.000243,0.006068,1.72,
muse,/myUs/,#,0.038208,0.006884,0.046742,1.66,
mush,/m^S/,LFRI,0.170359,0.033949,0.027059,1.72,
muss,/m^s/,#,0.003942,0.001030,0.000940,1.58,
must,/m^st/,#,0.002178,0.000207,0.000561,1.57,
mute,/myUt/,#,0.013740,0.082299,0.030157,1.73,
myth,/miT/,LSTRUNQ,0.064143,0.016354,0.031807,1.86,
nab,/n@b/,#,0.002152,0.013196,0.025244,1.7,
nail,/nAl/,CON,0.009187,0.002722,0.003562,1.58,
name,/nAm/,#,0.006831,0.000545,0.002422,1.53,
nap,/n@p/,#,0.001846,0.017432,0.013064,1.64,
nape,/nAp/,REG,0.020981,0.001140,0.013393,1.74,
naught,/not/,#,0.155564,0.100315,0.073095,2.08,
naw,/no/,#,0.001173,0.000665,0.000421,1.44,
nay,/nA/,#,0.010607,0.001934,0.003137,1.47,
near,/nEr/,#,0.018782,0.002093,0.004103,1.64,
neat,/nEt/,#,0.012386,0.002960,0.000330,1.66,
neck,/nek/,#,0.015065,0.005327,0.007787,1.51,
need,/nEd/,#,0.001680,0.000133,0.000858,1.45,
needs,/nEdz/,#,0.003649,0.002015,0.006716,1.58,
nerve,/nurv/,#,0.034779,0.016910,0.040223,1.73,
nest,/nest/,REG,0.006208,0.003513,0.002114,1.6,
net,/net/,#,0.000630,0.000461,0.000974,1.5,
new,/nU/,#,0.000962,0.000041,0.001232,1.6,
news,/nUz/,#,0.045351,0.004125,0.008647,1.69,
newt,/nUt/,#,0.024471,0.013944,0.009943,1.76,
next,/nekst/,#,0.006191,0.001426,0.003175,1.62,
nice,/nIs/,#,0.024788,0.005866,0.016295,1.83,
niche,/nES/,#,0.121060,0.363882,0.129908,2.21,
nick,/nik/,#,0.014349,0.004317,0.005668,1.63,
nicks,/niks/,#,0.193106,0.543277,0.087929,1.74,
niece,/nEs/,LSTR,0.011635,0.049696,0.056135,1.8,
nigh,/nI/,#,0.009932,0.016232,0.068055,1.74,
night,/nIt/,#,0.004232,0.000203,0.000314,1.6,
nil,/nil/,#,0.130618,0.186709,0.058144,1.63,
nine,/nIn/,#,0.005621,0.008242,0.008257,1.63,
ninth,/nInT/,#,0.058626,0.036919,0.059323,1.77,
nip,/nip/,#,0.000714,0.004159,0.002376,1.69,
nix,/niks/,#,0.004135,0.008390,0.006792,1.73,
no,/nO/,#,0.047340,0.000892,0.012988,1.64,
nod,/nad/,#,0.002916,0.007666,0.036231,1.58,
node,/nOd/,#,0.045731,0.306834,0.036622,1.75,
noise,/nYz/,#,0.023085,0.007312,0.012264,1.88,
non,/nan/,#,0.041171,0.046231,0.072443,1.96,
nonce,/nans/,#,0.295663,1.172088,0.419365,2.76,
none,/n^n/,#,0.072612,0.014736,0.060528,1.76,
nook,/nuk/,#,0.051486,0.010338,0.028684,1.62,
noon,/nUn/,#,0.038705,0.005114,0.005936,1.57,
noose,/nUs/,#,0.106185,0.314133,0.097009,1.87,
nope,/nOp/,#,0.017146,0.041463,0.005110,1.76,
nor,/nOr/,#,0.002915,0.000247,0.000341,1.48,
norm,/nOrm/,#,0.020793,0.006514,0.001040,1.49,
north,/nOrT/,#,0.007815,0.001704,0.002828,1.6,
nose,/nOz/,#,0.058136,0.014190,0.012733,1.95,
not,/nat/,#,0.005890,0.000102,0.000734,1.56,
notch,/naC/,#,0.042242,0.014921,0.021253,1.84,
note,/nOt/,#,0.002320,0.003468,0.004946,1.6,
noun,/nWn/,UNQ,0.167257,0.018850,0.005733,1.64,
now,/nW/,#,0.064204,0.001340,0.020242,1.63,
nude,/nUd/,EXPT,0.036087,0.017531,0.025077,1.79,
nudge,/n^j/,#,0.013092,0.011709,0.007430,1.82,
null,/n^l/,#,0.058422,0.004600,0.005927,1.64,
numb,/n^m/,#,0.040295,0.014711,0.009052,1.58,
nun,/n^n/,REG,0.009491,0.000488,0.000614,1.48,
nurse,/nurs/,#,0.039497,0.022353,0.028878,1.68,
nut,/n^t/,#,0.006506,0.000556,0.002373,1.51,
nymph,/nimf/,#,0.090986,0.121509,0.068103,1.96,
oak,/Ok/,#,0.000597,0.000648,0.001890,1.52,
oat,/Ot/,#,0.000659,0.000332,0.000515,1.56,
oath,/OT/,#,0.002310,0.000717,0.001237,1.71,
odd,/ad/,#,0.001522,0.001091,0.000634,1.69,
off,/of/,#,0.004077,0.000499,0.001432,1.68,
oft,/oft/,#,0.123076,0.012898,0.053614,2.59,
oil,/Yl/,#,0.018304,0.002971,0.003015,1.76,
old,/Old/,#,0.009642,0.000395,0.001126,1.65,
ole,/Ol/,#,0.006765,0.002825,0.002966,1.76,
once,/w^ns/,HSTR,0.103066,0.005911,0.032425,1.91,
one,/w^n/,#,0.155747,0.001254,0.016519,1.74,
oops,/Ups/,#,0.102257,0.187464,0.094504,1.95,
ooze,/Uz/,#,0.033575,0.177720,0.014189,1.76,
orb,/Orb/,#,0.005341,0.280745,0.050382,1.87,
ore,/Or/,#,0.001039,0.000131,0.000343,1.69,
ouch,/WC/,LSTR,0.038527,0.369561,0.027939,1.86,
ought,/ot/,#,0.011692,0.002463,0.017188,1.71,
ounce,/Wns/,#,0.141708,0.073515,0.047564,1.83,
our,/Wr/,#,0.112372,0.001811,0.014658,1.69,
oust,/Wst/,#,0.011947,0.002430,0.031707,1.81,
out,/Wt/,HEC,0.006238,0.000302,0.001161,1.56,
owl,/Wl/,#,0.153999,0.252181,0.144733,1.94,
own,/On/,#,0.154183,0.003890,0.042863,1.66,
pace,/pAs/,#,0.018618,0.003453,0.005650,1.77,
pack,/p@k/,#,0.002362,0.003500,0.000845,1.65,
pact,/p@kt/,#,0.023364,0.054847,0.017632,1.79,
pad,/p@d/,#,0.065519,0.009287,0.000432,1.62,
page,/pAj/,HEC,0.013877,0.010399,0.016892,1.8,
paid,/pAd/,HRI,0.043155,0.002552,0.014163,1.6,
pail,/pAl/,LRIC,0.003831,0.000816,0.001024,1.53,
pain,/pAn/,#,0.003047,0.000712,0.002144,1.57,
paint,/pAnt/,#,0.012329,0.001459,0.013782,1.71,
pair,/pAr/,#,0.003335,0.000320,0.000401,1.51,
pal,/p@l/,#,0.505645,1.039873,0.320381,2.6,
pale,/pAl/,#,0.008550,0.007012,0.010300,1.78,
pall,/pol/,#,0.051772,0.003717,0.032744,1.94,
palm,/pam/,#,0.113780,0.090186,0.079953,1.83,
pan,/p@n/,#,0.012047,0.010057,0.001078,1.59,
pane,/pAn/,#,0.002368,0.006631,0.015760,1.83,
pang,/p@N/,#,0.006761,0.010723,0.006499,1.66,
pant,/p@nt/,#,0.003692,0.000713,0.001004,1.62,
pants,/p@nts/,#,0.086633,0.048900,0.029347,1.82,
pap,/p@p/,#,0.001388,0.039999,0.000977,1.61,
par,/par/,#,0.001725,0.000260,0.000456,1.57,
pare,/pAr/,#,0.220021,0.170146,0.025792,1.86,
park,/park/,#,0.009184,0.001151,0.002185,1.6,
part,/part/,#,0.010851,0.000503,0.001060,1.58,
pass,/p@s/,#,0.022006,0.002286,0.011214,1.61,
past,/p@st/,#,0.009799,0.003225,0.002340,1.64,
paste,/pAst/,#,0.014371,0.093740,0.070293,1.79,
pat,/p@t/,#,0.006539,0.009695,0.001582,1.67,
patch,/p@C/,#,0.009398,0.031544,0.008362,1.69,
pate,/pAt/,#,0.001335,0.004431,0.000959,1.68,
path,/p@T/,#,0.010461,0.007529,0.006147,1.75,
paunch,/ponC/,#,0.007991,0.070235,0.084751,1.99,
pause,/poz/,#,0.047273,0.019104,0.039028,1.83,
pave,/pAv/,#,0.049464,0.025536,0.042284,2.13,
paw,/po/,#,0.000800,0.001297,0.002951,1.53,
pawn,/pon/,#,0.006831,0.017136,0.002299,1.6,
pay,/pA/,#,0.001178,0.000332,0.000137,1.49,
pea,/pE/,REG,0.012026,0.038663,0.042910,1.65,
peace,/pEs/,#,0.008703,0.005807,0.009422,1.7,
peach,/pEC/,LRIC,0.005448,0.002851,0.004216,1.73,
peak,/pEk/,#,0.013297,0.009743,0.008922,1.62,
peal,/pEl/,#,0.055501,0.004723,0.045868,1.71,
pear,/pAr/,LFE,0.436379,0.559260,0.282377,1.94,
pearl,/purl/,#,0.095931,0.018986,0.008259,2.05,
peat,/pEt/,RI,0.057083,0.017930,0.011598,1.71,
peck,/pek/,#,0.013095,0.000872,0.002872,1.68,
pee,/pE/,#,0.001391,0.000178,0.000816,1.64,
peek,/pEk/,#,0.001767,0.001405,0.002750,1.63,
peel,/pEl/,LEC,0.005327,0.000606,0.002423,1.62,
peep,/pEp/,LRIC,0.003990,0.002470,0.000560,1.56,
peer,/pEr/,#,0.002377,0.000934,0.000983,1.62,
peg,/peg/,#,0.050703,0.012948,0.005670,1.66,
pelt,/pelt/,#,0.035978,0.001431,0.002180,1.6,
pen,/pen/,#,0.013920,0.001112,0.013469,1.64,
per,/pur/,#,0.008525,0.001622,0.002602,1.55,
perch,/purC/,#,0.012676,0.010063,0.017358,1.68,
perk,/purk/,#,0.002222,0.001149,0.000520,1.55,
pert,/purt/,#,0.006925,0.000273,0.001100,1.53,
pest,/pest/,REG,0.004169,0.000587,0.006169,1.63,
pet,/pet/,#,0.001054,0.000146,0.000889,1.62,
pew,/pyU/,#,0.058427,0.019017,0.054786,1.73,
phage,/fAj/,#,0.058147,0.011169,0.022864,1.95,
phase,/fAz/,LFE,0.021170,0.011121,0.015467,1.81,
phone,/fOn/,#,0.038986,0.006248,0.030173,1.77,
phrase,/frAz/,#,0.024796,0.013560,0.017452,1.74,
pick,/pik/,#,0.004911,0.002078,0.006241,1.68,
pie,/pI/,#,0.140052,0.063946,0.053844,1.86,
piece,/pEs/,HFRIC,0.044557,0.006641,0.013948,1.73,
pier,/pEr/,#,0.049958,0.233378,0.032077,1.93,
pierce,/pErs/,#,0.011966,0.030350,0.014716,1.69,
pig,/pig/,#,0.003718,0.007288,0.014990,1.59,
pike,/pIk/,#,0.003318,0.006413,0.001823,1.66,
pile,/pIl/,#,0.005637,0.001659,0.002629,1.7,
pill,/pil/,#,0.002764,0.000223,0.004136,1.62,
pimp,/pimp/,#,0.004819,0.016313,0.003475,1.66,
pin,/pin/,#,0.109884,0.009945,0.076814,1.71,
pinch,/pinC/,#,0.007912,0.015545,0.021110,1.72,
pine,/pIn/,#,0.005541,0.001617,0.000816,1.62,
pink,/piNk/,#,0.016208,0.004827,0.005284,1.58,
pint,/pInt/,LFE,0.377265,0.318543,0.233252,1.91,
pip,/pip/,#,0.001343,0.003913,0.000906,1.53,
pipe,/pIp/,#,0.024095,0.001540,0.004674,1.64,
piss,/pis/,#,0.008740,0.005831,0.000823,1.5,
pit,/pit/,#,0.007110,0.002484,0.003380,1.64,
pitch,/piC/,LEC,0.001719,0.002002,0.004934,1.7,
pith,/piT/,#,0.022025,0.000823,0.007208,1.66,
place,/plAs/,HEC,0.022240,0.001968,0.004358,1.8,
plaid,/pl@d/,#,0.794575,0.816334,0.422564,3.82,
plain,/plAn/,#,0.016902,0.002500,0.005758,1.68,
plan,/pl@n/,#,0.004386,0.002764,0.000514,1.62,
plane,/plAn/,#,0.011802,0.003832,0.005292,1.75,
plank,/pl@Nk/,#,0.022014,0.002366,0.005457,1.59,
plant,/pl@nt/,HRI,0.003114,0.000898,0.002442,1.62,
plate,/plAt/,HFRIC,0.002791,0.003500,0.011600,1.89,
play,/plA/,#,0.005172,0.000384,0.000339,1.59,
plea,/plE/,#,0.001979,0.001688,0.002124,1.64,
plead,/plEd/,#,0.179701,0.143794,0.093143,1.74,
please,/plEz/,#,0.115708,0.032362,0.063914,1.79,
pleat,/plEt/,#,0.054550,0.004503,0.001694,1.67,
pledge,/plej/,#,0.024984,0.023216,0.023434,1.84,
plight,/plIt/,#,0.002566,0.003719,0.005514,1.61,
plod,/plad/,REG,0.057596,0.014330,0.005786,1.76,
plot,/plat/,#,0.001275,0.014196,0.005963,1.75,
plough,/plW/,#,0.260582,0.415230,0.133287,2.28,
plow,/plW/,LFE,0.093383,0.102954,0.088001,1.73,
pluck,/pl^k/,#,0.002684,0.005543,0.000279,1.58,
plug,/pl^g/,#,0.007197,0.003719,0.004916,1.61,
plum,/pl^m/,#,0.007476,0.012958,0.010356,1.72,
plumb,/pl^m/,#,0.020024,0.034822,0.009478,1.71,
plume,/plUm/,#,0.073617,0.048626,0.057776,1.87,
plump,/pl^mp/,REG,0.030664,0.007638,0.001670,1.63,
plunge,/pl^nj/,#,0.074004,0.092304,0.034897,1.9,
plus,/pl^s/,#,0.056157,0.009000,0.018034,1.73,
plush,/pl^S/,#,0.110442,0.183773,0.032595,1.77,
poach,/pOC/,#,0.004687,0.055231,0.011701,1.71,
pod,/pad/,#,0.007061,0.004239,0.001268,1.72,
point,/pYnt/,#,0.031917,0.002493,0.006182,1.89,
poise,/pYz/,#,0.049026,0.012611,0.014476,1.92,
poke,/pOk/,#,0.002290,0.001175,0.002913,1.68,
pole,/pOl/,#,0.005064,0.006773,0.026894,1.76,
poll,/pOl/,#,0.071784,0.030042,0.029068,1.76,
pomp,/pamp/,#,0.003940,0.017246,0.007451,1.82,
pond,/pand/,#,0.010375,0.002399,0.015772,1.85,
pons,/panz/,#,0.165774,0.285568,0.176073,4.38,
pool,/pUl/,#,0.010044,0.006518,0.001728,1.63,
poor,/pOr/,#,0.016606,0.005056,0.014315,1.59,
pop,/pap/,#,0.003672,0.011169,0.001199,1.79,
pope,/pOp/,#,0.018430,0.004120,0.001918,1.68,
porch,/pOrC/,#,0.004063,0.006669,0.005970,1.58,
pore,/pOr/,#,0.001265,0.000621,0.001830,1.65,
pork,/pOrk/,LFRI,0.004022,0.002498,0.001333,1.56,
porn,/pOrn/,#,0.008166,0.001443,0.002235,1.64,
port,/pOrt/,#,0.005750,0.000601,0.002148,1.57,
pose,/pOz/,LFRI,0.020934,0.043747,0.056982,1.86,
posh,/paS/,#,0.067686,0.267239,0.136310,2.01,
post,/pOst/,#,0.047765,0.019181,0.060747,1.75,
pot,/pat/,#,0.020559,0.009260,0.030416,1.77,
